config_name	base_policy	policy	policy_family	selection_source	raw_selection_n_records	raw_selection_total_weight	raw_pair_count	eval_pair_count	raw_eval_pair_intersection_count	selected_pair_count	split_agree_pair_count	split_agree_pair_fraction	split_agree_raw_weight	split_agree_raw_weight_fraction	split_agree_eval_contacts	split_agree_eval_contact_fraction	oracle_comparable_pair_count	oracle_match_pair_count	oracle_match_pair_fraction	oracle_match_raw_weight_fraction	oracle_match_eval_contact_fraction
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	geom_nearest_gap	raw_all_geom_nearest_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	geom_nearest_gap	raw_split_agree_geom_nearest_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	geom_top_to_nearest	raw_all_geom_top_to_nearest	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	geom_top_to_nearest	raw_split_agree_geom_top_to_nearest	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	margin_geom_gap	raw_all_margin_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	margin_geom_gap	raw_split_agree_margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	pmax_geom_gap	raw_all_pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	pmax_geom_gap	raw_split_agree_pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	83	0.436842105	0.475752682	0.477979122
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	posterior_same_cross_mass	raw_all_posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	188	0.989473684	564833	0.993665052	143100	0.993908749	190	56	0.294736842	0.297893863	0.304180529
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	posterior_same_cross_mass	raw_split_agree_posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	188	0.989473684	564833	0.993665052	143100	0.993908749	190	57	0.3	0.300610097	0.306937914
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	same_cross_distance_sum	raw_all_same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	60	0.315789474	0.32669404	0.325947894
p9016_pcgamma1_td0p5_mstep1_p1_w0_sep0	same_cross_distance_sum	raw_split_agree_same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	60	0.315789474	0.32669404	0.325947894
